candidate_id,cell_id,ordinal,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,turnover_class,regime_fold_target,source_fields,source_field_families,expression,expr_hash,horizon,object_type,signal_mode,static_score,may_used_for_generation,may_used_for_static_score,selection_status
a7o_l1_C0192_0678,C0192,678,H07_taker_flow_lag_stable,P5_basis_premium,Rank,spread_6_vs_24,cross_symbol_rank,FundingCore,low_turnover,F2_low_liquidity,premium_index,basis,"Decay(Rank(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(RollingMin(Add(Rank(TSMean(premium_index,24)),Rank(TSMean(premium_index,12))),60))),30)),48)",fdfd6be6d75ced1b,48,generated_candidate,original,0.1998,False,False,selected_for_strict_replay
a7o_l1_C0192_0775,C0192,775,H07_taker_flow_lag_stable,P5_basis_premium,Rank,spread_6_vs_24,cross_symbol_rank,FundingCore,low_turnover,F2_low_liquidity,mark_minus_index;premium_index,basis,"Decay(Rank(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(SafeDiv(Rank(TSMean(mark_minus_index,3)),Clip(Abs(ZScore(TSStd(premium_index,10))),0.05,6.0)))),24)),48)",dd9a127634f2d645,6,generated_candidate,original,0.1998,False,False,selected_for_strict_replay
a7o_l1_C0192_0872,C0192,872,H07_taker_flow_lag_stable,P5_basis_premium,Rank,spread_6_vs_24,cross_symbol_rank,FundingCore,low_turnover,F2_low_liquidity,cs_z_mark_index_ratio;mark_index_ratio,basis,"Decay(Rank(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(TSRank(Sub(TSMean(Rank(TSMean(cs_z_mark_index_ratio,16)),24),TSMean(cs_z_mark_index_ratio,30)),36))),8)),12)",ffc72f8cd85db3e3,24,generated_candidate,original,0.1998,False,False,selected_for_strict_replay
a7o_l1_C0192_0949,C0192,949,H07_taker_flow_lag_stable,P5_basis_premium,Rank,spread_6_vs_24,cross_symbol_rank,FundingCore,low_turnover,F2_low_liquidity,cs_z_mark_index_ratio;mark_minus_index,basis,"Decay(Rank(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(RegimeMaskNonMay(F5_funding_neutral,Add(Rank(TSMean(mark_minus_index,48)),ZScore(TSMean(cs_z_mark_index_ratio,60)))))),36)),48)",ef8ea7ac2e4bda37,72,generated_candidate,original,0.1998,False,False,selected_for_strict_replay
a7o_l1_C0192_0969,C0192,969,H07_taker_flow_lag_stable,P5_basis_premium,Rank,spread_6_vs_24,cross_symbol_rank,FundingCore,low_turnover,F2_low_liquidity,mark_index_ratio;mark_minus_index,basis,"Decay(Rank(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(Rank(Delta(Rank(TSMean(mark_minus_index,96)),72)))),36)),48)",3578368a8f086909,72,generated_candidate,original,0.1998,False,False,selected_for_strict_replay
a7o_l1_C0192_1066,C0192,1066,H07_taker_flow_lag_stable,P5_basis_premium,Rank,spread_6_vs_24,cross_symbol_rank,FundingCore,low_turnover,F2_low_liquidity,mark_index_ratio,basis,"Decay(Rank(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(Rank(SmoothInteraction(Rank(TSMean(mark_index_ratio,4)),TSStd(mark_index_ratio,12))))),20)),30)",e17e25cdfa81e394,12,generated_candidate,original,0.1998,False,False,selected_for_strict_replay
a7o_l1_C0192_1163,C0192,1163,H07_taker_flow_lag_stable,P5_basis_premium,Rank,spread_6_vs_24,cross_symbol_rank,FundingCore,low_turnover,F2_low_liquidity,cs_z_mark_index_ratio;mark_index_ratio,basis,"Decay(Rank(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(WinsorZScore(Rank(TSMean(cs_z_mark_index_ratio,36)),3.0))),60)),96)",a0cbceda08be5c95,48,generated_candidate,original,0.1998,False,False,selected_for_strict_replay
a7o_l1_C0192_1260,C0192,1260,H07_taker_flow_lag_stable,P5_basis_premium,Rank,spread_6_vs_24,cross_symbol_rank,FundingCore,low_turnover,F2_low_liquidity,mark_index_ratio;premium_index,basis,"Decay(Rank(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(Sub(WinsorZScore(TSMean(premium_index,4),1.25),WinsorZScore(TSMean(mark_index_ratio,10),1.25)))),4)),8)",baa6d1bde6f7e8e1,6,generated_candidate,original,0.1998,False,False,selected_for_strict_replay
a7o_l1_C0192_1357,C0192,1357,H07_taker_flow_lag_stable,P5_basis_premium,Rank,spread_6_vs_24,cross_symbol_rank,FundingCore,low_turnover,F2_low_liquidity,mark_index_ratio,basis,"Decay(Rank(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(Mul(ZScore(TSMean(mark_index_ratio,8)),Rank(TSMean(mark_index_ratio,48))))),16)),20)",7899bbd420ad40c2,24,generated_candidate,original,0.1998,False,False,selected_for_strict_replay
a7o_l1_C0193_2036,C0193,2036,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_12;ret_3,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Sub(Rank(TSMean(ret_3,12)),Rank(TSMean(ret_3,20))),Rank(TSMean(ret_3,3)))))),-4.0,4.0),Neg(Rank(Delta(ret_3,16))))",e3f7a2f21a5d28b8,12,generated_candidate,original,0.22100000000000003,False,False,selected_for_strict_replay
a7o_l1_C0193_0181,C0193,181,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_24;ret_3,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(RegimeMaskNonMay(F5_funding_neutral,Add(Sub(Rank(TSMean(ret_3,20)),Rank(TSMean(ret_3,21))),ZScore(TSMean(ret_24,10)))))),-4.0,4.0),Neg(Rank(Delta(ret_3,10))))",9840af7b40fc5b6a,12,generated_candidate,original,0.20900000000000002,False,False,selected_for_strict_replay
a7o_l1_C0193_0180,C0193,180,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_12;ret_3,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Sub(Rank(TSMean(ret_3,3)),Rank(TSMean(ret_3,8))),Rank(TSMean(ret_3,4)))))),-4.0,4.0),Neg(Rank(Delta(ret_3,4))))",ef926d15232d7db9,6,generated_candidate,original,0.20800000000000002,False,False,selected_for_strict_replay
a7o_l1_C0193_0373,C0193,373,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_24;ret_3,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(RegimeMaskNonMay(F5_funding_neutral,Add(Sub(Rank(TSMean(ret_3,16)),Rank(TSMean(ret_3,24))),ZScore(TSMean(ret_24,60)))))),-4.0,4.0),Neg(Rank(Delta(ret_3,24))))",50a1a264e7f573fd,48,generated_candidate,original,0.20700000000000002,False,False,selected_for_strict_replay
a7o_l1_C0193_0372,C0193,372,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_12;ret_3,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Sub(Rank(TSMean(ret_3,16)),Rank(TSMean(ret_3,20))),Rank(TSMean(ret_3,24)))))),-4.0,4.0),Neg(Rank(Delta(ret_3,10))))",b5c7579f90cce021,24,generated_candidate,original,0.20600000000000002,False,False,selected_for_strict_replay
a7o_l1_C0193_0565,C0193,565,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_24;ret_3,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(RegimeMaskNonMay(F5_funding_neutral,Add(Sub(Rank(TSMean(ret_3,3)),Rank(TSMean(ret_3,8))),ZScore(TSMean(ret_24,10)))))),-4.0,4.0),Neg(Rank(Delta(ret_3,6))))",82bacf01b5c95eca,6,generated_candidate,original,0.20500000000000002,False,False,selected_for_strict_replay
a7o_l1_C0193_0564,C0193,564,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_12;ret_3,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Sub(Rank(TSMean(ret_3,60)),Rank(TSMean(ret_3,96))),Rank(TSMean(ret_3,36)))))),-4.0,4.0),Neg(Rank(Delta(ret_3,20))))",a8b6e51e40a2387f,72,generated_candidate,original,0.20400000000000001,False,False,selected_for_strict_replay
a7o_l1_C0193_0757,C0193,757,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_24;ret_3,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(RegimeMaskNonMay(F5_funding_neutral,Add(Sub(Rank(TSMean(ret_3,48)),Rank(TSMean(ret_3,49))),ZScore(TSMean(ret_24,10)))))),-4.0,4.0),Neg(Rank(Delta(ret_3,16))))",3b8e06eddb24511e,24,generated_candidate,original,0.203,False,False,selected_for_strict_replay
a7o_l1_C0193_0756,C0193,756,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_12;ret_3,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Sub(Rank(TSMean(ret_3,3)),Rank(TSMean(ret_3,6))),Rank(TSMean(ret_3,10)))))),-4.0,4.0),Neg(Rank(Delta(ret_3,4))))",c157ae8430e2775c,12,generated_candidate,original,0.202,False,False,selected_for_strict_replay
a7o_l1_C0193_0096,C0193,96,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_12;ret_3,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Mul(Neg(Rank(TSMean(ret_12,4))),Sub(Rank(TSMean(ret_12,16)),Rank(TSMean(ret_12,24)))))),-4.0,4.0),Neg(Rank(Delta(ret_12,20))))",c3eb4f1c797c9841,12,generated_candidate,original,0.201,False,False,selected_for_strict_replay
a7o_l1_C0193_0193,C0193,193,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_3;ret_6,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Sub(Rank(TSMean(ret_3,16)),Rank(TSMean(ret_3,24))),36)))),-4.0,4.0),Neg(Rank(Delta(ret_3,24))))",025de98d065bfcf9,48,generated_candidate,original,0.201,False,False,selected_for_strict_replay
a7o_l1_C0193_0290,C0193,290,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_12,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Sub(Sub(Rank(TSMean(ret_12,3)),Rank(TSMean(ret_12,8))),Abs(ZScore(TSMean(ret_12,10)))))),-4.0,4.0),Neg(Rank(Delta(ret_12,48))))",5634f9aa95420e1b,6,generated_candidate,original,0.201,False,False,selected_for_strict_replay
a7o_l1_C0193_0387,C0193,387,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_24;ret_3,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Clip(Sub(Rank(TSMean(ret_3,48)),Rank(TSMean(ret_3,49))),-4.0,4.0))),-4.0,4.0),Neg(Rank(Delta(ret_3,60))))",5e0e3f2127ac9c55,24,generated_candidate,original,0.201,False,False,selected_for_strict_replay
a7o_l1_C0193_0484,C0193,484,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_24;ret_3,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(SafeDiv(Sub(Sub(Rank(TSMean(ret_24,60)),Rank(TSMean(ret_24,96))),Rank(TSMean(ret_24,36))),Clip(Abs(TSRank(ret_3,72)),0.05,2.25)))),-4.0,4.0),Neg(Rank(Delta(ret_24,12))))",52760bb968baf30c,72,generated_candidate,original,0.201,False,False,selected_for_strict_replay
a7o_l1_C0193_0581,C0193,581,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_6,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Add(Sub(Rank(TSMean(ret_6,24)),Rank(TSMean(ret_6,25))),ZScore(TSMean(ret_6,12))))),-4.0,4.0),Neg(Rank(Delta(ret_6,10))))",c0bfb501720c640b,12,generated_candidate,original,0.201,False,False,selected_for_strict_replay
a7o_l1_C0193_0678,C0193,678,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_12;ret_24,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(RollingMin(Add(Sub(Rank(TSMean(ret_24,24)),Rank(TSMean(ret_24,36))),Rank(TSMean(ret_12,12))),60))),-4.0,4.0),Neg(Rank(Delta(ret_24,30))))",3e869c0ee04b1495,48,generated_candidate,original,0.201,False,False,selected_for_strict_replay
a7o_l1_C0193_0775,C0193,775,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_24;ret_6,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(SafeDiv(Sub(Rank(TSMean(ret_6,3)),Rank(TSMean(ret_6,8))),Clip(Abs(ZScore(TSStd(ret_24,10))),0.05,6.0)))),-4.0,4.0),Neg(Rank(Delta(ret_6,24))))",7f9e412b23d791b1,6,generated_candidate,original,0.201,False,False,selected_for_strict_replay
a7o_l1_C0193_0872,C0193,872,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_3,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(TSRank(Sub(TSMean(Sub(Rank(TSMean(ret_3,16)),Rank(TSMean(ret_3,20))),24),TSMean(ret_3,30)),36))),-4.0,4.0),Neg(Rank(Delta(ret_3,8))))",2f0d72bee71933a8,24,generated_candidate,original,0.201,False,False,selected_for_strict_replay
a7o_l1_C0193_0949,C0193,949,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_24;ret_3,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(RegimeMaskNonMay(F5_funding_neutral,Add(Sub(Rank(TSMean(ret_3,48)),Rank(TSMean(ret_3,84))),ZScore(TSMean(ret_24,60)))))),-4.0,4.0),Neg(Rank(Delta(ret_3,36))))",3e7d725256cbb69a,72,generated_candidate,original,0.201,False,False,selected_for_strict_replay
a7o_l1_C0193_0969,C0193,969,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_12;ret_6,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(Delta(Sub(Rank(TSMean(ret_12,96)),Rank(TSMean(ret_12,97))),72)))),-4.0,4.0),Neg(Rank(Delta(ret_12,36))))",824b82f7294bae7b,72,generated_candidate,original,0.201,False,False,selected_for_strict_replay
a7o_l1_C0193_1066,C0193,1066,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_12;ret_3,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(SmoothInteraction(Sub(Rank(TSMean(ret_3,4)),Rank(TSMean(ret_3,8))),TSStd(ret_3,12))))),-4.0,4.0),Neg(Rank(Delta(ret_3,20))))",8223ef236a600658,12,generated_candidate,original,0.201,False,False,selected_for_strict_replay
a7o_l1_C0193_1163,C0193,1163,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_12;ret_24,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(WinsorZScore(Sub(Rank(TSMean(ret_12,36)),Rank(TSMean(ret_12,60))),3.0))),-4.0,4.0),Neg(Rank(Delta(ret_12,60))))",df30969e9847ba3d,48,generated_candidate,original,0.201,False,False,selected_for_strict_replay
a7o_l1_C0193_1260,C0193,1260,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_3;ret_6,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Sub(WinsorZScore(TSMean(ret_6,4),1.25),WinsorZScore(TSMean(ret_3,10),1.25)))),-4.0,4.0),Neg(Rank(Delta(ret_6,4))))",095e073b64473375,6,generated_candidate,original,0.201,False,False,selected_for_strict_replay
a7o_l1_C0193_1357,C0193,1357,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,ret_24;ret_6,price,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Mul(ZScore(TSMean(ret_24,8)),Sub(Rank(TSMean(ret_24,48)),Rank(TSMean(ret_24,49)))))),-4.0,4.0),Neg(Rank(Delta(ret_24,16))))",11e5fa5e926641ba,24,generated_candidate,original,0.201,False,False,selected_for_strict_replay
a7o_l1_C0194_2036,C0194,2036,H10_range_breakout_failure,P11_volatility_basis,Rank,spread_6_vs_24,same_symbol_zscore,none,lag_stable,F9_liquidity_shock,mark_index_ratio;realized_vol_12,basis;volatility,"Sub(Decay(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Rank(TSMean(realized_vol_12,12)),Rank(TSMean(realized_vol_12,3)))),16),Sub(RollingMax(realized_vol_12,16),RollingMin(mark_index_ratio,24)))",13617d3661348021,12,generated_candidate,original,0.2682,False,False,selected_for_strict_replay
