candidate_id,expression,fields,field_families,pattern_id,oi_field,price_field,oi_window,price_window,windows,skeleton_key,production_key,parent_seed_id,source,deterministic_order_key,selected_for_fast_replay
a7al2q_bac72457ad9e4104,"Mul(ZScore(Mean(open_interest_last,72)),ZScore(Delta(index_close,8)))",index_close|open_interest_last,open_interest|price,oi_level_x_price_delta,open_interest_last,index_close,72,8,72|8,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_last|index_close::72|8,,local_mutation,001ba5e49990814c,True
a7al2q_ed94f01824983e1c,"Mul(Rank(Delta(open_interest_value_last,336)),Rank(Mean(trade_close,8)))",open_interest_value_last|trade_close,open_interest|price,oi_delta_rank_x_price_rank,open_interest_value_last,trade_close,336,8,336|8,skeleton-bca61f3886a46ed8,a7al2q_local_oi_price::oi_delta_rank_x_price_rank::open_interest_value_last|trade_close::336|8,,local_mutation,001f1c7579da9a1d,False
a7al2q_f962751a6f713294,"Sub(ZScore(Delta(open_interest_last,8)),ZScore(Delta(mark_close,24)))",mark_close|open_interest_last,open_interest|price,delta_spread,open_interest_last,mark_close,8,24,8|24,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_last|mark_close::8|24,,local_mutation,00205b3c3f51722d,True
a7al2q_1378ff7d2322adee,"Sub(Abs(ZScore(Mean(open_interest_value_last,24))),Abs(ZScore(Mean(trade_close,8))))",open_interest_value_last|trade_close,open_interest|price,abs_level_gap,open_interest_value_last,trade_close,24,8,24|8,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_last|trade_close::24|8,,local_mutation,0024b4ba9e3b7dd9,True
a7al2q_8e279dd3d23e1613,"Sub(Abs(ZScore(Delta(open_interest_last,336))),Abs(ZScore(Delta(trade_close,168))))",open_interest_last|trade_close,open_interest|price,abs_delta_gap,open_interest_last,trade_close,336,168,336|168,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_last|trade_close::336|168,,local_mutation,0027676a2169cd1a,True
a7al2q_ceda68bb417b5cad,"Mul(Abs(ZScore(Mean(open_interest_value_last,336))),Abs(ZScore(Delta(index_close,96))))",index_close|open_interest_value_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_last,index_close,336,96,336|96,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_last|index_close::336|96,,local_mutation,002fef3fce4df845,True
a7al2q_08807cb6349d04fc,"Sub(Rank(Mean(open_interest_value_mean,336)),Rank(Mean(mark_close,336)))",mark_close|open_interest_value_mean,open_interest|price,rank_level_spread,open_interest_value_mean,mark_close,336,336,336|336,skeleton-f6b9baf3951b3e06,a7al2q_local_oi_price::rank_level_spread::open_interest_value_mean|mark_close::336|336,,local_mutation,00324eb73dba2471,False
a7al2q_5cfd196760470bf3,"Sub(Rank(Delta(open_interest_value_last,24)),Rank(Delta(trade_close,504)))",open_interest_value_last|trade_close,open_interest|price,rank_delta_spread,open_interest_value_last,trade_close,24,504,24|504,skeleton-c0fe3a0285af5513,a7al2q_local_oi_price::rank_delta_spread::open_interest_value_last|trade_close::24|504,,local_mutation,00343e500c37b627,False
a7al2q_f00f22bbcc48dc2c,"Sub(Abs(ZScore(Mean(open_interest_value_mean,48))),Abs(ZScore(Mean(index_close,96))))",index_close|open_interest_value_mean,open_interest|price,abs_level_gap,open_interest_value_mean,index_close,48,96,48|96,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|index_close::48|96,,local_mutation,0034c35fee8a3080,True
a7al2q_b463b7c4454b038d,"Mul(Abs(ZScore(Delta(open_interest_last,48))),Abs(ZScore(Mean(trade_close,720))))",open_interest_last|trade_close,open_interest|price,oi_abs_delta_x_price_abs,open_interest_last,trade_close,48,720,48|720,skeleton-bb9ca3f57ba3a72b,a7al2q_local_oi_price::oi_abs_delta_x_price_abs::open_interest_last|trade_close::48|720,,local_mutation,0037096485c1aae2,True
a7al2q_fe342a17a3bf56da,"Sub(Abs(ZScore(Mean(open_interest_last,720))),Abs(ZScore(Mean(mark_close,72))))",mark_close|open_interest_last,open_interest|price,abs_level_gap,open_interest_last,mark_close,720,72,720|72,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_last|mark_close::720|72,,local_mutation,003cad54ed5a61f5,True
a7al2q_0a44f7b06019cff8,"Mul(Abs(ZScore(Delta(open_interest_value_mean,168))),Abs(ZScore(Mean(trade_close,72))))",open_interest_value_mean|trade_close,open_interest|price,oi_abs_delta_x_price_abs,open_interest_value_mean,trade_close,168,72,168|72,skeleton-bb9ca3f57ba3a72b,a7al2q_local_oi_price::oi_abs_delta_x_price_abs::open_interest_value_mean|trade_close::168|72,,local_mutation,003dff1a4ad35031,True
a7al2q_153d45b2cb3aebdd,"Mul(ZScore(Delta(open_interest_mean,4)),ZScore(Mean(mark_close,72)))",mark_close|open_interest_mean,open_interest|price,oi_delta_x_price_level,open_interest_mean,mark_close,4,72,4|72,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_mean|mark_close::4|72,,local_mutation,004188769dc9629b,True
a7al2q_0de0d41346741bd1,"Sub(Abs(ZScore(Mean(open_interest_value_last,24))),Abs(ZScore(Mean(trade_close,24))))",open_interest_value_last|trade_close,open_interest|price,abs_level_gap,open_interest_value_last,trade_close,24,24,24|24,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_last|trade_close::24|24,,local_mutation,0041dfda1ad09e43,True
a7al2q_dd3504c5a4d821e4,"Mul(Rank(Delta(open_interest_last,4)),Rank(Mean(index_close,24)))",index_close|open_interest_last,open_interest|price,oi_delta_rank_x_price_rank,open_interest_last,index_close,4,24,4|24,skeleton-bca61f3886a46ed8,a7al2q_local_oi_price::oi_delta_rank_x_price_rank::open_interest_last|index_close::4|24,,local_mutation,004533d8921a46a7,False
a7al2q_1a85ce2f6824961f,"Mul(ZScore(Delta(open_interest_last,48)),ZScore(Delta(index_close,336)))",index_close|open_interest_last,open_interest|price,oi_delta_x_price_delta,open_interest_last,index_close,48,336,48|336,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_last|index_close::48|336,,local_mutation,004575067feb4af6,True
a7al2q_d933f0049acb4699,"Mul(ZScore(Delta(open_interest_value_last,336)),ZScore(Delta(trade_close,720)))",open_interest_value_last|trade_close,open_interest|price,oi_delta_x_price_delta,open_interest_value_last,trade_close,336,720,336|720,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_value_last|trade_close::336|720,,local_mutation,004607aa09f817fb,True
a7al2q_d1103bc53dda5f19,"Add(ZScore(Mean(open_interest_last,336)),Neg(ZScore(Delta(trade_close,96))))",open_interest_last|trade_close,open_interest|price,oi_level_plus_neg_price_delta,open_interest_last,trade_close,336,96,336|96,skeleton-cdd50cc367bea61c,a7al2q_local_oi_price::oi_level_plus_neg_price_delta::open_interest_last|trade_close::336|96,,local_mutation,004613daecd72228,True
a7al2q_7b47c379b145850f,"Mul(ZScore(Mean(open_interest_value_last,4)),ZScore(Delta(mark_close,96)))",mark_close|open_interest_value_last,open_interest|price,oi_level_x_price_delta,open_interest_value_last,mark_close,4,96,4|96,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_value_last|mark_close::4|96,,local_mutation,0047ad4b1c8dc2d1,True
a7al2q_ae4f22820243f5d8,"Mul(Abs(ZScore(Delta(open_interest_value_mean,72))),Abs(ZScore(Mean(mark_close,72))))",mark_close|open_interest_value_mean,open_interest|price,oi_abs_delta_x_price_abs,open_interest_value_mean,mark_close,72,72,72|72,skeleton-bb9ca3f57ba3a72b,a7al2q_local_oi_price::oi_abs_delta_x_price_abs::open_interest_value_mean|mark_close::72|72,,local_mutation,00483d2c07895b93,True
a7al2q_e7f3ac7f42ea12ab,"Mul(Abs(ZScore(Mean(open_interest_last,504))),Abs(ZScore(Delta(mark_close,336))))",mark_close|open_interest_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_last,mark_close,504,336,504|336,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_last|mark_close::504|336,,local_mutation,004ae9006bad89c9,True
a7al2q_f6fb969e5fe4e0ea,"Sub(Rank(Delta(open_interest_value_mean,24)),Rank(Delta(index_close,48)))",index_close|open_interest_value_mean,open_interest|price,rank_delta_spread,open_interest_value_mean,index_close,24,48,24|48,skeleton-c0fe3a0285af5513,a7al2q_local_oi_price::rank_delta_spread::open_interest_value_mean|index_close::24|48,,local_mutation,004cb75d31873950,False
a7al2q_10991f685ed433e6,"Mul(ZScore(Delta(open_interest_value_last,48)),ZScore(Mean(index_close,24)))",index_close|open_interest_value_last,open_interest|price,oi_delta_x_price_level,open_interest_value_last,index_close,48,24,48|24,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_last|index_close::48|24,,local_mutation,004ce8a028f6aa25,True
a7al2q_47801cd1758f1a59,"Mul(ZScore(Mean(open_interest_value_last,12)),ZScore(Delta(mark_close,24)))",mark_close|open_interest_value_last,open_interest|price,oi_level_x_price_delta,open_interest_value_last,mark_close,12,24,12|24,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_value_last|mark_close::12|24,,local_mutation,0053066ae6c0106c,True
a7al2q_998170f6f77a3ad5,"Sub(Rank(Delta(open_interest_value_last,24)),Rank(Delta(index_close,48)))",index_close|open_interest_value_last,open_interest|price,rank_delta_spread,open_interest_value_last,index_close,24,48,24|48,skeleton-c0fe3a0285af5513,a7al2q_local_oi_price::rank_delta_spread::open_interest_value_last|index_close::24|48,,local_mutation,00530cf8cb3448c6,False
a7al2q_2ec6136e6ff32eb3,"Sub(Abs(ZScore(Mean(open_interest_value_mean,96))),Abs(ZScore(Mean(mark_close,12))))",mark_close|open_interest_value_mean,open_interest|price,abs_level_gap,open_interest_value_mean,mark_close,96,12,96|12,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|mark_close::96|12,,local_mutation,0056c8d8c318cda6,True
a7al2q_bf3334b7583736bb,"Mul(Rank(Mean(open_interest_last,12)),Sign(Delta(index_close,24)))",index_close|open_interest_last,open_interest|price,oi_rank_x_price_delta_sign,open_interest_last,index_close,12,24,12|24,skeleton-1796629406dfdeb7,a7al2q_local_oi_price::oi_rank_x_price_delta_sign::open_interest_last|index_close::12|24,,local_mutation,0058f6b606f7282a,False
a7al2q_881df3d6813ae28f,"Sub(Abs(ZScore(Delta(open_interest_last,12))),Abs(ZScore(Delta(index_close,24))))",index_close|open_interest_last,open_interest|price,abs_delta_gap,open_interest_last,index_close,12,24,12|24,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_last|index_close::12|24,,local_mutation,005df48bde12807f,True
a7al2q_070161fc8a8254ad,"Mul(Abs(ZScore(Mean(open_interest_last,72))),Abs(ZScore(Delta(mark_close,720))))",mark_close|open_interest_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_last,mark_close,72,720,72|720,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_last|mark_close::72|720,,local_mutation,006002a10f76ed1a,True
a7al2q_cc855a9370bdce5f,"Mul(Rank(Delta(open_interest_last,24)),Rank(Mean(trade_close,96)))",open_interest_last|trade_close,open_interest|price,oi_delta_rank_x_price_rank,open_interest_last,trade_close,24,96,24|96,skeleton-bca61f3886a46ed8,a7al2q_local_oi_price::oi_delta_rank_x_price_rank::open_interest_last|trade_close::24|96,,local_mutation,0063a13e3ac8bced,False
a7al2q_3ba41c66a0de2fa2,"Sub(Abs(ZScore(Delta(open_interest_mean,8))),Abs(ZScore(Delta(mark_close,12))))",mark_close|open_interest_mean,open_interest|price,abs_delta_gap,open_interest_mean,mark_close,8,12,8|12,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_mean|mark_close::8|12,,local_mutation,0063edc9ff81a40e,True
a7al2q_c377ad2413f031d4,"Mul(Rank(Mean(open_interest_last,336)),Neg(Rank(Mean(index_close,168))))",index_close|open_interest_last,open_interest|price,oi_rank_x_neg_price_rank,open_interest_last,index_close,336,168,336|168,skeleton-8ec82560edd58efb,a7al2q_local_oi_price::oi_rank_x_neg_price_rank::open_interest_last|index_close::336|168,,local_mutation,006b856f3d2659a1,False
a7al2q_b6b2f5aba19390f8,"Mul(ZScore(Delta(open_interest_last,504)),ZScore(Delta(trade_close,8)))",open_interest_last|trade_close,open_interest|price,oi_delta_x_price_delta,open_interest_last,trade_close,504,8,504|8,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_last|trade_close::504|8,,local_mutation,00721ec9dd49e33d,True
a7al2q_10e647a6a770bab4,"Sub(Abs(ZScore(Mean(open_interest_mean,4))),Abs(ZScore(Mean(index_close,24))))",index_close|open_interest_mean,open_interest|price,abs_level_gap,open_interest_mean,index_close,4,24,4|24,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_mean|index_close::4|24,,local_mutation,0073aa1f768b13b8,True
a7al2q_0f14395724f60a61,"Mul(ZScore(Delta(open_interest_value_mean,72)),ZScore(Mean(mark_close,504)))",mark_close|open_interest_value_mean,open_interest|price,oi_delta_x_price_level,open_interest_value_mean,mark_close,72,504,72|504,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_mean|mark_close::72|504,,local_mutation,0075517790478685,True
a7al2q_9da9ae8593271dbc,"Mul(Rank(Mean(open_interest_mean,96)),Neg(Rank(Mean(trade_close,336))))",open_interest_mean|trade_close,open_interest|price,oi_rank_x_neg_price_rank,open_interest_mean,trade_close,96,336,96|336,skeleton-8ec82560edd58efb,a7al2q_local_oi_price::oi_rank_x_neg_price_rank::open_interest_mean|trade_close::96|336,,local_mutation,00775c5e904c64f0,False
a7al2q_917caa326b091b44,"Mul(Rank(Mean(open_interest_value_mean,4)),Sign(Delta(mark_close,720)))",mark_close|open_interest_value_mean,open_interest|price,oi_rank_x_price_delta_sign,open_interest_value_mean,mark_close,4,720,4|720,skeleton-1796629406dfdeb7,a7al2q_local_oi_price::oi_rank_x_price_delta_sign::open_interest_value_mean|mark_close::4|720,,local_mutation,0078ddf0679146d8,False
a7al2q_d7066321956fffb8,"Add(ZScore(Mean(open_interest_mean,4)),Neg(ZScore(Delta(trade_close,4))))",open_interest_mean|trade_close,open_interest|price,oi_level_plus_neg_price_delta,open_interest_mean,trade_close,4,4,4|4,skeleton-cdd50cc367bea61c,a7al2q_local_oi_price::oi_level_plus_neg_price_delta::open_interest_mean|trade_close::4|4,,local_mutation,007a284a269b6d29,True
a7al2q_f36ca1ecd3f7a0c6,"Mul(Abs(ZScore(Mean(open_interest_last,336))),Abs(ZScore(Delta(mark_close,4))))",mark_close|open_interest_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_last,mark_close,336,4,336|4,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_last|mark_close::336|4,,local_mutation,007ad004a2e1d942,True
a7al2q_c3ec84f31f7ebaa6,"Sub(Abs(ZScore(Mean(open_interest_last,4))),Abs(ZScore(Mean(index_close,48))))",index_close|open_interest_last,open_interest|price,abs_level_gap,open_interest_last,index_close,4,48,4|48,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_last|index_close::4|48,,local_mutation,007bf8861e04f9fb,True
a7al2q_6954d9abe047da3e,"Sub(Rank(Mean(open_interest_value_mean,12)),Rank(Mean(index_close,48)))",index_close|open_interest_value_mean,open_interest|price,rank_level_spread,open_interest_value_mean,index_close,12,48,12|48,skeleton-f6b9baf3951b3e06,a7al2q_local_oi_price::rank_level_spread::open_interest_value_mean|index_close::12|48,,local_mutation,007cbcf97dceab15,False
a7al2q_47cecf7d2aa2afa1,"Mul(Rank(Mean(open_interest_mean,48)),Sign(Delta(index_close,720)))",index_close|open_interest_mean,open_interest|price,oi_rank_x_price_delta_sign,open_interest_mean,index_close,48,720,48|720,skeleton-1796629406dfdeb7,a7al2q_local_oi_price::oi_rank_x_price_delta_sign::open_interest_mean|index_close::48|720,,local_mutation,007f56f7da66c4c5,False
a7al2q_69d146749c30da3c,"Sub(Abs(ZScore(Mean(open_interest_value_mean,8))),Abs(ZScore(Mean(index_close,12))))",index_close|open_interest_value_mean,open_interest|price,abs_level_gap,open_interest_value_mean,index_close,8,12,8|12,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|index_close::8|12,,local_mutation,0089060360bb28d3,True
a7al2q_07a399f87a92a0d2,"Mul(ZScore(Delta(open_interest_last,504)),ZScore(Delta(index_close,12)))",index_close|open_interest_last,open_interest|price,oi_delta_x_price_delta,open_interest_last,index_close,504,12,504|12,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_last|index_close::504|12,,local_mutation,00894a1a49a07cd3,True
a7al2q_e3cdfb5cac370798,"Mul(Abs(ZScore(Delta(open_interest_mean,48))),Abs(ZScore(Mean(mark_close,720))))",mark_close|open_interest_mean,open_interest|price,oi_abs_delta_x_price_abs,open_interest_mean,mark_close,48,720,48|720,skeleton-bb9ca3f57ba3a72b,a7al2q_local_oi_price::oi_abs_delta_x_price_abs::open_interest_mean|mark_close::48|720,,local_mutation,008bff930a32cf72,True
a7al2q_8110f9704918d1df,"Sub(Abs(ZScore(Mean(open_interest_last,4))),Abs(ZScore(Mean(mark_close,24))))",mark_close|open_interest_last,open_interest|price,abs_level_gap,open_interest_last,mark_close,4,24,4|24,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_last|mark_close::4|24,,local_mutation,008c252de10e52a8,True
a7al2q_532a063383e97c15,"Mul(ZScore(Delta(open_interest_value_last,336)),ZScore(Mean(mark_close,504)))",mark_close|open_interest_value_last,open_interest|price,oi_delta_x_price_level,open_interest_value_last,mark_close,336,504,336|504,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_last|mark_close::336|504,,local_mutation,0090e0d84590608d,True
a7al2q_1174aa64fb8b7d3d,"Sub(Abs(ZScore(Delta(open_interest_value_mean,4))),Abs(ZScore(Delta(trade_close,336))))",open_interest_value_mean|trade_close,open_interest|price,abs_delta_gap,open_interest_value_mean,trade_close,4,336,4|336,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_value_mean|trade_close::4|336,,local_mutation,00970ca5d65f691e,True
a7al2q_75f9ead2834aaedf,"Sub(Rank(Delta(open_interest_value_mean,168)),Rank(Delta(mark_close,96)))",mark_close|open_interest_value_mean,open_interest|price,rank_delta_spread,open_interest_value_mean,mark_close,168,96,168|96,skeleton-c0fe3a0285af5513,a7al2q_local_oi_price::rank_delta_spread::open_interest_value_mean|mark_close::168|96,,local_mutation,009719ec149e91bb,False
a7al2q_9fa3d42c3de13e96,"Sub(ZScore(Delta(open_interest_value_last,4)),ZScore(Delta(mark_close,504)))",mark_close|open_interest_value_last,open_interest|price,delta_spread,open_interest_value_last,mark_close,4,504,4|504,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_value_last|mark_close::4|504,,local_mutation,009acb729f8fda00,True
a7al2q_b73c1ada9ca478f6,"Mul(ZScore(Delta(open_interest_mean,504)),ZScore(Delta(index_close,336)))",index_close|open_interest_mean,open_interest|price,oi_delta_x_price_delta,open_interest_mean,index_close,504,336,504|336,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_mean|index_close::504|336,,local_mutation,009b138c9e83c9ee,True
a7al2q_3abec814a5c6d0df,"Mul(Abs(ZScore(Mean(open_interest_value_mean,12))),Abs(ZScore(Delta(mark_close,336))))",mark_close|open_interest_value_mean,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_mean,mark_close,12,336,12|336,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_mean|mark_close::12|336,,local_mutation,009b866dd7f11575,True
a7al2q_d213a791f5c9668e,"Add(ZScore(Delta(open_interest_value_last,8)),Neg(ZScore(Mean(trade_close,4))))",open_interest_value_last|trade_close,open_interest|price,oi_delta_plus_neg_price_level,open_interest_value_last,trade_close,8,4,8|4,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_value_last|trade_close::8|4,,local_mutation,009ca47537e0a12d,True
a7al2q_06b1b40ee9bf7624,"Mul(Rank(Mean(open_interest_last,24)),Neg(Rank(Mean(index_close,96))))",index_close|open_interest_last,open_interest|price,oi_rank_x_neg_price_rank,open_interest_last,index_close,24,96,24|96,skeleton-8ec82560edd58efb,a7al2q_local_oi_price::oi_rank_x_neg_price_rank::open_interest_last|index_close::24|96,,local_mutation,009e5d7090bddb76,False
a7al2q_90f7ae222d02bfc8,"Sub(Rank(Mean(open_interest_mean,504)),Rank(Mean(mark_close,12)))",mark_close|open_interest_mean,open_interest|price,rank_level_spread,open_interest_mean,mark_close,504,12,504|12,skeleton-f6b9baf3951b3e06,a7al2q_local_oi_price::rank_level_spread::open_interest_mean|mark_close::504|12,,local_mutation,00ad1e0c7708c746,False
a7al2q_e2858ea698520bc1,"Sub(Rank(Mean(open_interest_value_last,336)),Rank(Mean(trade_close,4)))",open_interest_value_last|trade_close,open_interest|price,rank_level_spread,open_interest_value_last,trade_close,336,4,336|4,skeleton-f6b9baf3951b3e06,a7al2q_local_oi_price::rank_level_spread::open_interest_value_last|trade_close::336|4,,local_mutation,00aedf773895a55b,False
a7al2q_b03bff273b1b5b3d,"Sub(Abs(ZScore(Delta(open_interest_value_mean,96))),Abs(ZScore(Delta(trade_close,12))))",open_interest_value_mean|trade_close,open_interest|price,abs_delta_gap,open_interest_value_mean,trade_close,96,12,96|12,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_value_mean|trade_close::96|12,,local_mutation,00af618ca2b9c868,True
a7al2q_b14aea393d7309d7,"Add(ZScore(Delta(open_interest_last,168)),Neg(ZScore(Mean(mark_close,12))))",mark_close|open_interest_last,open_interest|price,oi_delta_plus_neg_price_level,open_interest_last,mark_close,168,12,168|12,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_last|mark_close::168|12,,local_mutation,00b47bc38beffc09,True
a7al2q_f7bc64abcc3b500d,"Mul(ZScore(Delta(open_interest_value_last,96)),ZScore(Delta(mark_close,24)))",mark_close|open_interest_value_last,open_interest|price,oi_delta_x_price_delta,open_interest_value_last,mark_close,96,24,96|24,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_value_last|mark_close::96|24,,local_mutation,00b657be4fca4e0c,True
a7al2q_0b3baa3540853655,"Mul(Abs(ZScore(Mean(open_interest_mean,96))),Abs(ZScore(Delta(index_close,24))))",index_close|open_interest_mean,open_interest|price,oi_abs_x_price_abs_delta,open_interest_mean,index_close,96,24,96|24,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_mean|index_close::96|24,,local_mutation,00b7c371bfb3d17c,True
